X1.1;X1.2;X2.1;X2.2;Z1.1;Z1.2;Z2.1;Z2.2;y1;y2;lam1;lam2;psi1;psi2
0;1;0.122781628;0.313009006;-0.490156966;-0.210984966;-1.86499802;-2.142122427;0;0;54.59815003;0.727132828;0.909969741;0.964976671
1;1;0.409631289;0.764095759;0.307375454;0.931573667;-1.421957153;-1.354762036;0;0;7.389056099;2.699292295;0.967769607;0.93332272
0;0;0.3237867;0.043488478;-0.056013678;-0.902028919;0.71084137;0.978183475;0;2;2.718281828;1.014959365;0.569537074;0.079957414
1;0;0.205590837;0.014056576;-0.678073929;-0.693383457;-1.294813968;1.048785171;0;0;0.367879441;0.691307246;0.836216755;0.994328048
1;0;1.038004224;0.087177107;-0.455839331;0.393678131;-1.066032692;-0.413316396;0;0;0.367879441;9.035757678;0.969854642;0.922797438
1;0;0.382705986;0.384226957;0.425912186;0.455571746;0.163432374;0.356374964;0;0;0.367879441;1.702920837;0.906554707;0.23732478
0;0;0.158149956;0.243354603;0.226707304;-0.783241169;0.91545949;-0.492675055;0;0;2.718281828;0.754126217;0.523347186;0.006376006
1;0;0.361735797;0.476359918;-0.735756068;-0.070862909;-0.293764363;0.703719429;0;0;0.367879441;1.753418497;0.950823299;0.727359276
0;1;0.036454553;0.287453932;-0.859985494;0.284251072;0.829990553;0.489588111;0;1;54.59815003;0.547067869;0.979335973;0.029298592
0;1;0.494747767;0.019910004;0.932530026;-0.205778124;-1.259322145;1.320985282;33;0;54.59815003;1.655583154;0.547270583;0.995384412
0;1;0.189954371;0.148265912;-0.263459444;0.980860514;1.003169414;0.72604425;0;1;54.59815003;0.754371011;0.987344289;0.020748186
0;0;0.047156162;0.037191159;0.354908169;0.35741762;0.762974146;0.056690125;0;1;2.718281828;0.439841715;0.898664501;0.022090048
0;0;0.064241974;0.616606633;0.691903461;-0.369363085;-0.533239399;-0.815281594;0;0;2.718281828;0.826407368;0.555623477;0.495136592
0;0;0.036664805;0.153455708;-0.516699229;-0.69246148;0.306420867;0.106438516;0;1;2.718281828;0.47876286;0.800612339;0.117530111
0;1;0.005473239;0.059683767;-0.929698018;-0.397496528;1.205383826;-0.430729786;0;0;54.59815003;0.396969226;0.930832868;0.002332216
1;0;0.089917437;0.314358877;0.190480473;-0.810968939;-1.002725787;-0.192327003;0;0;0.367879441;0.659753624;0.523068963;0.925519162
0;1;0.855418223;0.181862933;0.672382256;-0.946248986;-0.892245924;0.321515582;0;0;54.59815003;5.743780414;0.288830383;0.939789926
1;0;0.560256014;0.34611333;-0.27550158;-0.379033391;0.030148911;0.270298758;0;1;0.367879441;2.792343961;0.839590666;0.315358562
0;0;0.438271054;0.096052328;-0.335622933;0.484877737;-0.421998576;-1.710150436;0;1;2.718281828;1.508122484;0.969915238;0.174337447
0;1;0.353468319;0.022953876;0.289472661;0.920184425;-0.2474251;0.322758808;0;0;54.59815003;1.086931766;0.967896492;0.582073861
1;0;0.451392331;0.444832486;0.917230274;-0.168394675;0.64415115;-0.260900471;0;3;0.367879441;2.223337576;0.571350978;0.023164612
1;1;0.303119019;0.300445609;0.192407257;0.044470815;0.218513365;-0.3096915;0;0;7.389056099;1.233434638;0.858189192;0.099164776
0;0;0.040187025;0.198648421;0.020560036;-0.864960542;1.524904741;-2.445800096;0;0;2.718281828;0.506216668;0.55952607;5.68E-05
1;0;0.544429189;0.200340475;-0.689471728;0.259683611;-1.02404671;-1.447031908;0;1;0.367879441;2.301654105;0.972174293;0.737184373
1;0;0.010158447;0.413616655;0.691702011;-0.293172426;0.519500645;0.217377801;0;1;0.367879441;0.573551239;0.592932642;0.064380073
1;0;0.014154669;0.406501987;-0.571239149;-0.150570696;0.024742072;0.565572318;0;2;0.367879441;0.57635355;0.927956672;0.404724587
0;1;0.444310298;0.097010409;0.33974649;0.927537581;-0.970649504;0.449636053;0;0;54.59815003;1.537167295;0.965955702;0.960908747
0;1;0.334928697;0.119296654;0.235512902;0.361996974;-1.696019564;0.179037245;0;0;54.59815003;1.132109544;0.914567493;0.996256075
0;1;0.082174256;0.525515676;-0.900000446;0.436927769;0.662820286;-0.391785341;0;0;54.59815003;0.796154866;0.985569224;0.018427573
1;0;0.50203927;0.075177269;0.898797551;-0.658740469;-0.08293096;0.079516226;0;0;0.367879441;1.788352988;0.339465448;0.356723513
1;1;0.126679711;1.038508976;0.165104063;-0.592781822;-1.291495828;0.025887504;12;0;7.389056099;1.519753439;0.638019906;0.979676981
1;0;0.803673992;0.24562681;0.721908674;0.753099424;0.29276336;0.238344039;0;0;0.367879441;5.241715261;0.918589556;0.141859275
1;1;0.187979276;0.000447799;0.036934499;0.675045051;-0.097909392;0.324024906;0;0;7.389056099;0.646867128;0.96424614;0.443292869
0;1;1.081812759;0.258039861;-0.467745033;0.441254085;1.597746035;0.169349537;0;9;54.59815003;12.22494013;0.972988925;0.001135143
1;0;0.213229779;0.065868099;0.194755327;-0.437873258;-0.925654688;1.408131763;0;0;0.367879441;0.744946731;0.69680311;0.985675697
0;1;0.25692699;0.157225084;0.591152168;-0.580018206;0.8406849;1.009918013;38;1;54.59815003;0.93053653;0.488310964;0.052641597
0;0;0.274849613;0.142385208;0.378572075;-0.011699361;-0.641055073;0.25539281;0;0;2.718281828;0.967474749;0.803567632;0.848540241
0;1;0.09548104;0.826028259;-0.038736711;0.043505616;-1.45891562;0.665089889;0;0;54.59815003;1.119040227;0.895211531;0.995044532
0;0;0.001616986;0.629575378;-0.068141222;-0.560336377;1.177817761;-2.589138272;0;0;2.718281828;0.69379853;0.727413497;0.00017453
1;1;0.45644336;0.865917485;0.23682467;0.526213405;-2.279219585;-0.243916929;0;0;7.389056099;3.439229849;0.936860617;0.99928476
0;1;0.395484962;0.207259653;-0.101458971;-0.950960694;0.272207845;-1.105962305;0;0;54.59815003;1.482477297;0.562242235;0.0321946
1;0;0.084740467;0.635212049;0.205415065;0.42297189;0.551074369;1.280737369;0;0;0.367879441;0.895326745;0.926751058;0.18761122
1;1;0.031852046;1.375912554;-0.990782052;0.681775198;0.404754544;0.01611165;0;1;7.389056099;1.602345817;0.992230298;0.07602028
1;0;0.537444462;0.031798817;0.989989025;0.861642144;-0.603832898;-0.673630486;0;0;0.367879441;1.904333736;0.903636593;0.604041922
0;1;0.638930619;0.33801588;-0.187075103;0.324183295;-0.922031005;0.417172933;0;0;54.59815003;3.507164008;0.949260533;0.951620145
1;0;0.251200998;0.709546654;-0.764096726;-0.460115561;0.479910722;1.815682514;0;2;0.367879441;1.589071125;0.902552577;0.370502412
0;1;0.04809912;0.155359996;0.739078191;-0.563533079;0.105881568;-0.568456335;19;1;54.59815003;0.49641518;0.441350371;0.108357792
1;1;0.431274631;0.425624514;0.080385913;0.735636342;-1.140377953;-0.409874411;0;0;7.389056099;2.053300314;0.966127548;0.94070331
0;0;0.043643587;0.33964273;0.763195336;-0.950856897;-0.971485822;-0.512435221;1;0;2.718281828;0.588942626;0.259896456;0.881062226
1;1;0.219749252;0.0259021;-0.924920322;0.700053449;-1.069651815;-0.572242478;0;0;7.389056099;0.729898246;0.991735501;0.908536179
1;1;0.094742546;0.209233683;0.762867924;0.047866154;-1.902177022;0.902827585;0;0;7.389056099;0.602577689;0.721402756;0.999298577
1;0;0.419714062;0.011163026;0.44469934;-0.129074596;1.053866739;-0.748011938;0;1;0.367879441;1.31036433;0.745509012;0.002767567
0;0;0.139719903;0.054762598;0.539620593;0.862589493;-0.139730368;-0.080099011;0;0;2.718281828;0.590918193;0.948619454;0.359822441
0;0;0.756367456;0.220489375;0.727187418;-0.670899208;-0.380597979;-1.055281518;0;0;2.718281828;4.435284415;0.393510529;0.290726246
1;1;0.55592429;1.388956454;0.001484206;-0.242423216;1.476197464;0.272036438;0;12;7.389056099;7.820350091;0.819494621;0.002034041
0;1;0.110415299;0.177126445;0.851728049;-0.723910126;0.610727338;-0.1952818;0;0;54.59815003;0.611630059;0.326202267;0.02835107
1;1;0.182461415;0.317265874;-0.583850659;-0.700557846;1.556856957;-1.283599293;0;1;7.389056099;0.873410269;0.813764695;0.000215418
1;1;0.291582501;0.20800783;-0.945788812;0.352894495;2.279082282;-0.64184095;0;1;7.389056099;1.086275999;0.984085344;3.20E-05
0;1;0.709830444;0.046385315;-0.368413856;0.124232312;-0.47180657;-0.970663243;0;0;54.59815003;3.240982894;0.942734449;0.390775308
0;1;0.309821626;0.105432206;0.320224499;-0.056703114;0.212686484;-1.29234619;0;0;54.59815003;1.035513132;0.803174906;0.031891426
0;1;0.622472304;0.5907075;-0.370617399;0.622200337;2.666263607;-0.862704018;0;4;54.59815003;4.297890888;0.978125722;5.69E-06
1;0;0.004665151;0.056473393;0.888922776;0.924777064;0.902094706;-2.161865784;0;0;0.367879441;0.394738739;0.925267649;0.000836717
1;0;1.231320621;0.329516406;0.55794116;0.030819768;2.186407733;1.368076974;0;17;0.367879441;20.56269002;0.772894483;0.000558927
1;1;0.18245736;0.426153899;-0.321137507;0.407445539;0.595320049;-0.496839843;0;0;7.389056099;0.973873343;0.964311895;0.020765057
1;1;0.039776719;0.559134783;-0.036707471;-0.63824098;0.332761273;0.156374467;0;0;7.389056099;0.725035211;0.685373828;0.113811442
1;0;0.094308426;1.265450077;-0.168010402;-0.290066106;1.39922709;0.042430945;0;1;0.367879441;1.730439384;0.841826765;0.002037356
1;1;0.295563459;0.404979686;0.552667799;-0.900194421;1.063030449;0.299828835;9;2;7.389056099;1.338661272;0.347648744;0.00983837
1;1;0.195158894;0.460846964;-0.029145988;-0.694892595;-0.209313656;0.021781913;0;1;7.389056099;1.047413348;0.657896386;0.453176006
0;0;0.057043718;0.639234289;-0.969401792;-0.801456563;-0.001595076;0.75375599;0;0;2.718281828;0.827261395;0.864266711;0.487047029
0;1;0.424061041;0.136886188;0.28490259;-0.439703848;-0.403005062;1.067263618;0;0;54.59815003;1.50541606;0.666686942;0.863580039
0;1;0.207491566;1.486274857;-0.53034003;-0.225099596;1.32470407;-0.66939632;0;3;54.59815003;3.030566472;0.912560787;0.001107673
1;1;0.322466519;0.154160062;0.494051766;0.268317573;-0.531131309;-1.498493366;0;0;7.389056099;1.129256688;0.857607291;0.292893071
1;1;0.054298225;1.396763958;-0.408785251;0.414127218;0.167775141;0.243668759;0;5;7.389056099;1.750074984;0.968974604;0.210058832
0;1;0.293155845;0.095893335;0.812436383;-0.347963362;-1.253938223;-0.119602144;0;0;54.59815003;0.975661934;0.5213417;0.972152396
0;1;0.565508781;0.622623455;0.706648036;0.93036663;1.374599253;-0.807602889;0;2;54.59815003;3.740240065;0.942716944;0.00077316
0;0;0.476199819;0.09496225;-0.076072446;0.392908895;1.307855946;0.091318027;0;1;2.718281828;1.68802922;0.947842801;0.00304771
1;1;0.081150655;0.231069046;-0.857303503;-0.677843612;-0.965404719;0.925760929;0;0;7.389056099;0.591272084;0.873279084;0.977631276
1;1;0.031996189;0.396071779;0.155607449;-0.261875517;-1.183557529;0.053790435;0;0;7.389056099;0.601734083;0.776057587;0.970846086
1;0;0.526749357;0.572157128;0.159158668;-0.395564482;0.763398021;-1.224568895;0;6;0.367879441;3.165798135;0.725146014;0.00452567
0;0;0.039697246;1.099289606;0.987153554;-0.084068465;-0.185377991;0.317690231;0;0;2.718281828;1.244061393;0.586892238;0.523053707
0;1;0.334496679;0.182354037;-0.329451171;0.646565493;-0.079355059;-1.145447981;0;2;54.59815003;1.204234473;0.977845428;0.105814233
1;0;0.146391522;0.339205499;0.333603548;-0.534921298;0.702209974;0.273935842;0;0;0.367879441;0.801219822;0.605814466;0.035885817
1;1;0.28706854;0.03525098;0.877112004;-0.195355549;1.026107811;0.203491169;0;2;7.389056099;0.901636891;0.572882356;0.010015649
0;1;0.764404966;0.117553686;0.14971367;0.943225606;-0.904871237;1.512362329;0;0;54.59815003;4.099104694;0.974958994;0.986396349
0;1;0.419442515;0.267494888;0.383422828;-0.751158508;-2.175546472;-0.190207268;25;0;54.59815003;1.69184971;0.480646859;0.999013677
0;0;1.61224491;1.15465681;-0.820482826;0.260580153;0.827605128;0.733982009;0;151;2.718281828;147.1410338;0.977064899;0.03969439
0;1;0.163780371;0.372016362;0.732918489;0.407734012;-1.271681864;0.885438687;86;0;54.59815003;0.87228199;0.847624555;0.992427309
0;0;0.217810327;0.020444274;0.002278794;0.182400568;0.07194716;-0.208710697;0;0;2.718281828;0.721715151;0.913834762;0.177892721
0;0;0.124630343;0.418158299;-0.553487432;0.993032543;-1.183938718;-1.469300334;0;3;2.718281828;0.812247102;0.99196831;0.832457452
0;1;0.266302239;0.322381715;-0.175161517;-0.909327797;0.131382068;-0.035339603;0;0;54.59815003;1.128950489;0.609232373;0.176992602
0;1;0.106131951;0.121716703;0.772612559;0.980145076;-0.14985243;0.299901448;0;0;54.59815003;0.57127336;0.942749882;0.484211107
1;1;0.528701756;0.27720227;-0.008813126;0.490612619;1.416043452;0.391637116;0;2;7.389056099;2.370989879;0.952322535;0.002957006
0;1;0.59021289;0.417842013;0.345507456;-0.126500804;-0.096578748;0.174029934;0;0;54.59815003;3.282090882;0.77359748;0.396446813
0;0;0.306130739;0.072180917;-0.434991124;-0.693986902;-0.557788486;-0.211957789;0;0;2.718281828;0.990617426;0.779801997;0.695669326
0;1;0.390925429;0.500676913;0.634116606;-0.102269649;-0.318458335;1.090602983;31;0;54.59815003;1.960997358;0.699367085;0.825990372
1;0;0.774328804;0.714799915;-0.507801091;-0.627350575;-0.220541912;-0.030238117;0;0;0.367879441;7.673603527;0.818616254;0.447502824
1;0;0.142100126;0.006303872;-0.260707612;-0.146902835;-0.579648144;-0.09080731;0;0;0.367879441;0.567000127;0.890636166;0.742723299
1;1;0.033948486;0.191589976;-0.52895121;0.641559733;0.188917986;0.457255507;0;0;7.389056099;0.493336113;0.983317081;0.242894933
1;1;0.491072511;0.37592946;0.871513852;-0.899242172;-0.351265123;0.392604412;2;4;7.389056099;2.337651965;0.248663112;0.691683095
0;0;0.12984106;1.357441904;-0.169846343;-0.349235697;-0.244551262;1.75971039;0;0;2.718281828;2.110584837;0.825821516;0.892516267
0;1;0.147905706;0.164062399;-0.725101189;0.684823859;1.094793786;1.293995695;0;2;54.59815003;0.675555149;0.988539242;0.029656118
1;0;0.085951841;1.21453869;0.828729446;-0.919600414;-1.510782774;0.982587622;1;0;0.367879441;1.603829506;0.253071955;0.997250739
